drug_id	target_id	gene_name
DB05304	BE0002437	CA9
DB09076	BE0000045	CHRM3
DB01303	BE0002366	HDAC2
DB03462	BE0001995	deoA
DB03592	BE0003133	folP
DB00398	BE0000453	KIT
DB01414	BE0000588	mrcA
DB08048	BE0003740	NCOA2
DB02362	BE0001543	pobA
DB00619	BE0001039	NTRK1
DB08437	BE0003834	RPL11
DB04315	BE0004528	EEF1A1
DB04491	BE0001701	CFB
DB03750	BE0001936	pcp
DB08303	BE0000829	GRIA2
DB01639	BE0001217	aspC
DB04455	BE0001588	kaiB
DB07597	BE0000865	PNMT
DB09016	BE0000451	HTR2A
DB09093	BE0004799	
DB04457	BE0001970	1
DB08203	BE0004001	DHFRL1
DB03088	BE0002941	CCL8
DB08254	BE0000048	F2
DB00268	BE0000020	DRD1
DB09102	BE0008645	
DB02007	BE0001309	glvA
DB03147	BE0004141	DAO
DB00616	BE0000221	ACE
DB02546	BE0002367	HDAC3
DB01082	BE0000279	rpsL
DB00554	BE0000262	PTGS2
DB08226	BE0003368	rpoC
DB03661	BE0003142	GLIPR2
DB02379	BE0003250	engF
DB08124	BE0001072	CDK2
DB03091	BE0002030	atpF
DB00908	BE0000154	KCNK1
DB01102	BE0000694	ADRB2
DB05069	BE0000411	CHRNA10
DB07834	BE0001019	MAPK14
DB00004	BE0000658	IL2RA
DB08896	BE0000841	EPHA2
DB00394	BE0000794	NR3C1
DB01411	BE0000705	CYSLTR1
DB02126	BE0000629	HBB
DB08135	BE0001072	CDK2
DB04052	BE0001229	cobT
DB00797	BE0000442	HRH1
DB08690	BE0003859	UQCR11
DB00438	BE0004649	pbpG
DB01291	BE0000172	ADRB1
DB02210	BE0002711	
DB00226	BE0000486	SLC6A2
DB02137	BE0001458	mop
DB00194	BE0004796	
DB02500	BE0001403	TK
DB00789	BE0003559	PGD
DB03195	BE0001221	DTYMK
DB03609	BE0000250	PNP
DB01958	BE0001302	DFR1
DB04280	BE0001709	CD
DB02594	BE0002804	DCK
DB04464	BE0003921	
DB03010	BE0001425	TUBA3C
DB00114	BE0000727	AADAT
DB01239	BE0000393	HTR2B
DB00725	BE0000560	CHRM2
DB00031	BE0002105	KRT8
DB03900	BE0003844	TPI1
DB01959	BE0000487	PDE4B
DB07796	BE0000048	F2
DB00943	BE0004136	pol
DB07947	BE0003762	PKIA
DB06637	BE0004723	KCNC1
DB04514	BE0003317	RNASE1
DB09078	BE0000029	FLT1
DB02758	BE0003768	PLA2G2E
DB01666	BE0004526	FST
DB05304	BE0001029	IL2
DB04447	BE0003313	moaA
DB06512	BE0000533	HTR2C
DB00233	BE0003768	PLA2G2E
DB05475	BE0001164	TLR2
DB00415	BE0001134	SLC15A2
DB02838	BE0004141	DAO
DB01041	BE0004755	CRBN
DB08544	BE0003930	snf
DB01329	BE0003687	ponB
DB08526	BE0003970	CTSH
DB03570	BE0001562	tenI
DB00087	BE0002095	C1QB
DB07497	BE0000698	PC
DB03069	BE0001707	rfbG
DB02379	BE0000926	IFNB1
DB04511	BE0002494	Aaar
DB02134	BE0002009	gpt
DB01972	BE0001634	pyrR
DB09047	BE0000742	TOP2A
DB02452	BE0004639	TK2
DB00197	BE0002088	ESRRG
DB04957	BE0000090	KCNH2
DB01271	BE0004820	
DB01947	BE0000838	SRC
DB00114	BE0002165	GAD1
DB02059	BE0004547	SIRT3
DB04879	BE0000023	FLT4
DB00166	BE0000094	SLC5A6
DB02540	BE0001476	purN
DB01558	BE0000764	GABRA6
DB06692	BE0003531	CTRB1
DB00150	BE0000228	WARS
DB00139	BE0002221	TMLHE
DB00968	BE0002151	DDC
DB07847	BE0000216	F10
DB00210	BE0000663	RARA
DB00382	BE0000426	ACHE
DB03145	BE0001327	thiE
DB08818	BE0004952	TNFAIP6
DB00696	BE0000291	HTR1A
DB01268	BE0000029	FLT1
DB08579	BE0001478	
DB03227	BE0001809	NMNAT1
DB11348	BE0001011	CANX
DB00133	BE0000323	CBS
DB02652	BE0003753	CPA1
DB00252	BE0000197	SCN5A
DB05297	BE0000246	BCL2
DB04147	BE0003849	pufC
DB03957	BE0001029	IL2
DB04337	BE0004467	MB
DB00367	BE0000557	PGR
DB02924	BE0004320	LCN9
DB01328	BE0000744	dacB
DB02761	BE0001760	glpE
DB02659	BE0003385	MT-CO2
DB00955	BE0000279	rpsL
DB02059	BE0002669	
DB00720	BE0000624	SLC25A6
DB00477	BE0000145	DRD5
DB03419	BE0003081	pdp
DB00905	BE0000592	AKR1C3
DB01221	BE0004957	HTR2A
DB00640	BE0000013	ADORA1
DB07163	BE0001072	CDK2
DB00913	BE0000770	OPRM1
DB01354	BE0000829	GRIA2
DB00661	BE0000356	CACNA1A
DB03434	BE0001920	yicI
DB00143	BE0000962	GLO1
DB07030	BE0000747	AKR1B1
DB01340	BE0000221	ACE
DB04545	BE0002490	celA1
DB07780	BE0002373	FNTA
DB01594	BE0003595	GABRE
DB04683	BE0003359	NR5A1
DB00786	BE0003691	MMP11
DB00583	BE0000757	SLC22A4
DB09275	BE0003089	clpX
DB00157	BE0000027	NDUFV3
DB00916	BE0000875	CYP51A1
DB02664	BE0001395	
DB00078	BE0000066	MS4A1
DB00849	BE0000478	GABRA4
DB09079	BE0000147	FLT3
DB00054	BE0002093	C1R
DB06263	BE0004796	
DB04385	BE0002035	cdd
DB03366	BE0004532	MYO1E
DB00013	BE0002113	NID1
DB07744	BE0000444	CASP1
DB00142	BE0002269	GRID2
DB03454	BE0001308	bphC
DB06987	BE0003768	PLA2G2E
DB03068	BE0002035	cdd
DB03766	BE0001985	cpo
DB07684	BE0001088	PLAT
DB00589	BE0000797	HTR1B
DB05087	BE0000381	GABRA2
DB04035	BE0003894	bla
DB07764	BE0002815	IGHG1
DB07055	BE0002718	blaCTX-M-9a
DB08489	BE0003690	MMP7
DB08690	BE0003849	pufC
DB03010	BE0001391	TUBA4A
DB01394	BE0000143	TUBB
DB04207	BE0000073	AASS
DB08149	BE0003762	PKIA
DB03577	BE0001102	ACPP
DB04147	BE0002795	
DB04657	BE0000176	SDHA
DB04841	BE0000418	CALM1
DB09118	BE0000068	LDHB
DB00630	BE0000776	FDPS
DB03900	BE0003317	RNASE1
DB01388	BE0000483	CACNA1G
DB00715	BE0000045	CHRM3
DB03417	BE0001739	PRSS1
DB04522	BE0001975	spoIIAA
DB06889	BE0002718	blaCTX-M-9a
DB07058	BE0001065	GSK3B
DB03459	BE0002227	CAD
DB00036	BE0000216	F10
DB01239	BE0000451	HTR2A
DB02508	BE0002499	onr
DB01116	BE0000411	CHRNA10
DB01224	BE0000092	CHRM1
DB03225	BE0004141	DAO
DB05223	BE0002368	HDAC6
DB09207	BE0000581	DRD3
DB05469	BE0000715	ADRA1D
DB02325	BE0001907	gag-pro-pol
DB04444	BE0003888	ATP2A1
DB08606	BE0002007	mtnN
DB01382	BE0000207	ABCC8
DB00809	BE0000092	CHRM1
DB00371	BE0000523	GABRA3
DB07982	BE0001072	CDK2
DB00143	BE0001167	HPGDS
DB07374	BE0003828	RPL23A
DB00161	BE0000223	VARS
DB01291	BE0000694	ADRB2
DB08690	BE0003342	sdhA
DB02837	BE0004482	MBL2
DB04938	BE0000123	ESR1
DB00157	BE0000465	ADH1C
DB00605	BE0000747	AKR1B1
DB00842	BE0002344	GABRB1
DB01708	BE0000792	ESR2
DB07802	BE0001209	CSNK2A1
DB00452	BE0004799	
DB04946	BE0000650	HTR7
DB00470	BE0000061	CNR1
DB08045	BE0001898	HSP90AB1
DB00643	BE0001367	TUBB4B
DB00308	BE0000090	KCNH2
DB05883	BE0003309	PTH
DB00543	BE0000451	HTR2A
DB01063	BE0000756	DRD2
DB05824	BE0000365	GRIN1
DB01752	BE0001712	dnrK
DB07636	BE0003861	UQCR10
DB05460	BE0000814	GSTP1
DB00132	BE0000888	FADS1
DB07835	BE0001019	MAPK14
DB04763	BE0000322	CA2
DB08413	BE0003836	IGKC
DB00157	BE0000551	MT-ND4
DB00862	BE0000182	PDE5A
DB02154	BE0001559	
DB00279	BE0000687	THRA
DB00157	BE0000540	QDPR
DB03802	BE0000123	ESR1
DB00563	BE0000330	DHFR
DB00751	BE0000289	ADRA2A
DB00104	BE0002147	SSTR5
DB01235	BE0000389	DRD4
DB08445	BE0000854	DPP4
DB00268	BE0000289	ADRA2A
DB07349	BE0003815	narG
DB03247	BE0002576	fprA
DB03615	BE0002467	P4HB
DB07414	BE0001478	
DB03416	BE0001327	thiE
DB02772	BE0002836	blaCTX-M-27
DB07490	BE0003961	frdC
DB01285	BE0000848	MC2R
DB01709	BE0001253	kdsA
DB08690	BE0003886	petC
DB08309	BE0003734	CCNA2
DB08813	BE0001126	FOS
DB03017	BE0000009	ADH5
DB01023	BE0003323	PDE1B
DB04152	BE0000829	GRIA2
DB02840	BE0001120	HSP90AA1
DB08293	BE0001898	HSP90AB1
DB00909	BE0003634	CA14
DB07823	BE0002718	blaCTX-M-9a
DB08689	BE0002254	SDHB
DB03832	BE0000373	CROT
DB00661	BE0002354	CACNB2
DB01588	BE0000381	GABRA2
DB04522	BE0001193	PDPK1
DB01590	BE0002386	MTOR
DB02588	BE0001358	ampC
DB03640	BE0001568	bla
DB00594	BE0000351	AOC1
DB04233	BE0003977	papC
DB03147	BE0004507	CYB5R1
DB01028	BE0000640	GRIA1
DB06144	BE0000715	ADRA1D
DB07423	BE0000132	AR
DB00493	BE0000530	ALB
DB02668	BE0000787	gag-pol
DB00651	BE0001133	PDE4A
DB07616	BE0001167	HPGDS
DB00925	BE0000575	ADRA1B
DB00056	BE0002094	C1QA
DB00336	BE0000298	gor
DB03897	BE0004061	tyrA
DB04395	BE0003296	kdpB
DB06950	BE0003757	fabZ
DB04978	BE0000742	TOP2A
DB01169	BE0001062	MAPK3
DB00074	BE0002095	C1QB
DB00801	BE0003594	GABRG3
DB00713	BE0004644	pbp2a
DB03160	BE0001794	bioF
DB03699	BE0001297	dapD
DB00905	BE0000610	PTGFR
DB01268	BE0000147	FLT3
DB00502	BE0000581	DRD3
DB03141	BE0003328	ORF
DB04074	BE0001833	cefE
DB02159	BE0001524	icd
DB01354	BE0000381	GABRA2
DB03374	BE0003762	PKIA
DB03200	BE0001229	cobT
DB02152	BE0000915	MET
DB04233	BE0001553	shc
DB00114	BE0000323	CBS
DB01488	BE0000451	HTR2A
DB04315	BE0001796	fusA
DB09029	BE0005863	IL17A
DB04203	BE0000322	CA2
DB00540	BE0000945	HTR6
DB01565	BE0001063	TRIM13
DB04779	BE0004338	LCT
DB03147	BE0001230	choB
DB04089	BE0000322	CA2
DB03760	BE0001692	gcvT
DB03034	BE0001790	lytA
DB02129	BE0001452	pyrC
DB07875	BE0000216	F10
DB01582	BE0000803	folP
DB08372	BE0002050	gag-pol
DB07767	BE0004078	xynZ
DB07299	BE0001021	F11
DB02138	BE0004036	opd
DB02379	BE0003243	nplT
DB05246	BE0000483	CACNA1G
DB09126	BE0000134	LHCGR
DB03568	BE0002742	cumD
DB11348	BE0008699	CASQ1
DB00122	BE0002181	PLD1
DB04901	BE0000847	CD80
DB00241	BE0000829	GRIA2
DB08065	BE0000991	AURKA
DB00946	BE0000713	VKORC1
DB01023	BE0002354	CACNB2
DB09105	BE0008653	
DB00560	BE0003710	rpsS
DB07506	BE0003783	npr
DB02952	BE0003476	NPY
DB05740	BE0000850	CHRNB2
DB00696	BE0000575	ADRA1B
DB08436	BE0001120	HSP90AA1
DB00852	BE0000647	SLC6A3
DB01238	BE0000797	HTR1B
DB11604	BE0001411	tetX
DB00171	BE0000671	ASS1
DB04147	BE0003925	
DB07630	BE0000216	F10
DB03309	BE0001264	SULT2B1
DB03530	BE0001655	blaR1
DB07833	BE0001019	MAPK14
DB04524	BE0000558	fabH
DB07942	BE0001019	MAPK14
DB03010	BE0000026	TUBB1
DB01135	BE0000738	CHRNA2
DB09510	BE0008660	ureB
DB00568	BE0000864	CACNA1H
DB04339	BE0000814	GSTP1
DB04315	BE0003279	tuf
DB08583	BE0000014	ABL1
DB06901	BE0003747	CELA2A
DB04762	BE0001217	aspC
DB03379	BE0003844	TPI1
DB00393	BE0000430	CACNA1C
DB07498	BE0000747	AKR1B1
DB04764	BE0001474	TPSB2
DB02659	BE0003989	COX5B
DB05428	BE0001979	TXNRD1
DB03525	BE0000838	SRC
DB04388	BE0001643	ansB
DB02877	BE0000206	RARB
DB03020	BE0000465	ADH1C
DB04153	BE0000009	ADH5
DB08813	BE0004689	MYC
DB06751	BE0001133	PDE4A
DB00415	BE0001018	SLC15A1
DB09079	BE0008628	
DB00458	BE0003603	KCND2
DB03367	BE0001198	MMP12
DB00438	BE0003579	mrdA
DB02379	BE0001485	dmsA
DB00154	BE0000262	PTGS2
DB12305	BE0000749	SLC6A4
DB00262	BE0000648	GSR
DB01599	BE0000119	ABCA1
DB00074	BE0000901	FCGR3B
DB00848	BE0000896	ALPPL2
DB03996	BE0001852	KIF11
DB03589	BE0000148	ME2
DB06637	BE0004718	KCNA6
DB03801	BE0001775	lhyD
DB03938	BE0001833	cefE
DB07255	BE0002453	EPHB4
DB04334	BE0001222	tynA
DB01183	BE0000632	OPRK1
DB01017	BE0000127	rpsI
DB03284	BE0002584	
DB03541	BE0000220	NQO2
DB03816	BE0001537	metG
DB00010	BE0000625	GHRHR
DB04566	BE0002231	ADSSL1
DB04257	BE0001563	cyp102A1
DB01097	BE0003721	AHR
DB06372	BE0004735	IL1RN
DB02343	BE0000426	ACHE
DB01351	BE0000849	CHRNA4
DB03503	BE0001667	NA
DB07305	BE0002012	map
DB02452	BE0001910	rmlA
DB08242	BE0001019	MAPK14
DB01860	BE0004515	PAPOLA
DB05122	BE0003298	ITGB4
DB03380	BE0003476	NPY
DB00713	BE0004290	pbpA
DB11093	BE0008696	PEF1
DB01942	BE0002641	CASK
DB02693	BE0001270	ribH
DB00313	BE0000253	ABAT
DB11699	BE0000311	HTR3A
DB00974	BE0004812	
DB03229	BE0001833	cefE
DB01041	BE0004796	
DB04347	BE0001769	aroQ
DB03608	BE0000907	PRDX5
DB04316	BE0003753	CPA1
DB01649	BE0001215	DCPS
DB00897	BE0000381	GABRA2
DB01347	BE0000062	AGTR1
DB01159	BE0000484	ATP5D
DB03017	BE0002442	TLR4
DB00900	BE0000250	PNP
DB07404	BE0003350	ispU
DB00897	BE0000129	GABRR1
DB08412	BE0002815	IGHG1
DB01017	BE0000058	MMP9
DB04080	BE0000838	SRC
DB03999	BE0001636	lip
DB05010	BE0002340	GABBR2
DB09462	BE0001770	cc4
DB00202	BE0000092	CHRM1
DB06899	BE0000270	REN
DB00241	BE0000849	CHRNA4
DB08596	BE0003317	RNASE1
DB05676	BE0000704	TNF
DB03279	BE0000144	RARG
DB00559	BE0000043	EDNRB
DB08896	BE0000014	ABL1
DB03062	BE0001502	NMT1
DB02379	BE0001107	SFTPD
DB08589	BE0003007	xynY
DB00282	BE0000776	FDPS
DB04889	BE0000756	DRD2
DB04265	BE0001411	tetX
DB04466	BE0000956	NR1I2
DB01942	BE0004569	ACYP2
DB09517	BE0000629	HBB
DB00141	BE0002263	B4GALT4
DB00898	BE0000430	CACNA1C
DB04315	BE0003278	GMDS
DB00111	BE0000901	FCGR3B
DB00204	BE0001131	KCNJ12
DB00383	BE0000092	CHRM1
DB02153	BE0000648	GSR
DB00312	BE0004956	GRIN1
DB08234	BE0004248	dfrA
DB00142	BE0000166	GCLC
DB03593	BE0001215	DCPS
DB03501	BE0001521	GALE
DB02211	BE0002196	MAOB
DB00033	BE0000467	IFNGR2
DB02255	BE0003872	ADAM28
DB01120	BE0000207	ABCC8
DB07908	BE0004118	PFN1
DB05184	BE0000435	ABL2
DB08114	BE0003761	PRKACA
DB00645	BE0000177	SCN10A
DB02561	BE0002736	lecB
DB04575	BE0000123	ESR1
DB02505	BE0001694	
DB07739	BE0000865	PNMT
DB00485	BE0004290	pbpA
DB04879	BE0000369	KDR
DB06843	BE0003733	ADCY5
DB04315	BE0004627	ARL5B
DB05407	BE0003384	EDN1
DB00710	BE0004801	
DB01146	BE0000647	SLC6A3
DB02740	BE0001389	tyrB
DB04167	BE0003211	menC
DB09112	BE0004467	MB
DB04063	BE0002016	ilvE
DB01045	BE0000875	CYP51A1
DB04502	BE0001292	
DB06216	BE0000501	ADRA1A
DB01588	BE0000523	GABRA3
DB00848	BE0004927	lev-1
DB00595	BE0000019	rpsD
DB03635	BE0000946	PPBP
DB02463	BE0001739	PRSS1
DB01595	BE0000471	GABRA5
DB01960	BE0001215	DCPS
DB00055	BE0000048	F2
DB00150	BE0001343	trpS
DB02234	BE0000263	NOS3
DB00162	BE0000900	LRAT
DB01136	BE0000572	ADRA2B
DB00149	BE0000613	LCMT2
DB00039	BE0002131	FGFR1
DB00128	BE0000725	DARS
DB04310	BE0001645	
DB03147	BE0002917	hmp
DB00726	BE0000572	ADRA2B
DB00734	BE0000291	HTR1A
DB03817	BE0002838	env
DB01576	BE0000501	ADRA1A
DB00125	BE0000136	SLC7A3
DB03721	BE0001411	tetX
DB01403	BE0000020	DRD1
DB03515	BE0001236	ksi
DB06918	BE0001739	PRSS1
DB01196	BE0000792	ESR2
DB03017	BE0000801	fabB
DB00518	BE0001367	TUBB4B
DB01239	BE0000442	HRH1
DB00907	BE0000486	SLC6A2
DB00421	BE0000557	PGR
DB00116	BE0000331	SHMT1
DB05831	BE0002446	EPCAM
DB11731	BE0000143	TUBB
DB07140	BE0000330	DHFR
DB03830	BE0000124	folC
DB01413	BE0004648	pbpA
DB01090	BE0003585	CHRNA3
DB00157	BE0000252	TYR
DB00114	BE0002151	DDC
DB03305	BE0000263	NOS3
DB02379	BE0002639	AMY2A
DB00849	BE0000764	GABRA6
DB02374	BE0001339	cex
DB00852	BE0000501	ADRA1A
DB00935	BE0000715	ADRA1D
DB04739	BE0000838	SRC
DB03499	BE0001588	kaiB
DB02734	BE0002671	algQ1
DB02443	BE0001904	pbp
DB01594	BE0000795	GABRA1
DB00370	BE0000968	HRH3
DB00157	BE0000570	RDH5
DB00672	BE0000207	ABCC8
DB01536	BE0000194	HSD17B1
DB00182	BE0000756	DRD2
DB02637	BE0001891	mdh
DB00824	BE0000354	ADORA3
DB00859	BE0004825	
DB04715	BE0001277	PIM1
DB04982	BE0000829	GRIA2
DB01442	BE0002196	MAOB
DB01109	BE0000216	F10
DB03065	BE0000263	NOS3
DB03751	BE0002590	desIV
DB03297	BE0001917	rsbQ
DB01883	BE0001363	lef
DB00066	BE0000387	FSHR
DB08389	BE0000631	PDE10A
DB07552	BE0003850	puhA
DB04233	BE0003971	ompW
DB03088	BE0002940	
DB02911	BE0000263	NOS3
DB00128	BE0000219	ASNS
DB01622	BE0000575	ADRA1B
DB02951	BE0001650	nanA
DB02087	BE0000322	CA2
DB00100	BE0002110	LRP1
DB01667	BE0000250	PNP
DB00139	BE0002257	SDHC
DB00463	BE0000849	CHRNA4
DB00495	BE0002449	TERT
DB01752	BE0002522	cysG
DB00966	BE0000062	AGTR1
DB08933	BE0000233	ERG11
DB05210	BE0002383	PIK3R2
DB00110	BE0002098	FCGR2A
DB03814	BE0000259	B4GALT1
DB04464	BE0003996	COX7A1
DB02547	BE0003278	GMDS
DB07522	BE0000048	F2
DB04953	BE0000897	KCNQ2
DB03929	BE0000365	GRIN1
DB01411	BE0000704	TNF
DB04532	BE0001248	E
DB00128	BE0003317	RNASE1
DB00050	BE0000134	LHCGR
DB00419	BE0000477	UGCG
DB03721	BE0002705	CES1
DB08693	BE0003531	CTRB1
DB03907	BE0002089	COMT
DB04047	BE0001450	folK
DB02580	BE0004310	
DB07175	BE0000988	BACE1
DB00408	BE0000020	DRD1
DB02279	BE0003766	HAO1
DB02402	BE0004001	DHFRL1
DB02767	BE0001326	fhuA
DB03845	BE0001221	DTYMK
DB00836	BE0000947	POMC
DB00674	BE0002180	BCHE
DB08185	BE0004197	rpsL
DB04899	BE0000556	NPR1
DB00303	BE0000001	ftsI
DB07088	BE0000048	F2
DB02379	BE0001500	amyP
DB00787	BE0001403	TK
DB04970	BE0000291	HTR1A
DB04126	BE0000939	CTSB
DB03220	BE0002214	ADA
DB08705	BE0001277	PIM1
DB00407	BE0000775	SERPIND1
DB04552	BE0000017	PTGS1
DB08695	BE0001167	HPGDS
DB00053	BE0004806	
DB02292	BE0000322	CA2
DB07244	BE0000263	NOS3
DB04447	BE0003312	ohr
DB02943	BE0002281	GSTA1
DB02983	BE0000792	ESR2
DB09078	BE0000453	KIT
DB08233	BE0001072	CDK2
DB00393	BE0002358	CACNB3
DB01863	BE0004433	CYTH3
DB00256	BE0000019	rpsD
DB00087	BE0002094	C1QA
DB00799	BE0000144	RARG
DB02651	BE0000623	PTPN1
DB04619	BE0003337	radh
DB08811	BE0002085	PDE2A
DB02868	BE0000418	CALM1
DB02347	BE0000829	GRIA2
DB00111	BE0000651	IL2RB
DB01598	BE0003579	mrdA
DB01638	BE0001214	xylA
DB02931	BE0004584	AANAT
DB00904	BE0000797	HTR1B
DB08248	BE0003734	CCNA2
DB00280	BE0003603	KCND2
DB01839	BE0002565	dhaB1
DB02226	BE0000426	ACHE
DB01603	BE0003618	mecA
DB07841	BE0001142	PGGT1B
DB07028	BE0000747	AKR1B1
DB03929	BE0004463	SERPINB3
DB00514	BE0000641	GRIN3A
DB07200	BE0001478	
DB04675	BE0001447	PPP1CC
DB04067	BE0002575	fcbC
DB06989	BE0003769	PTPRB
DB06616	BE0004745	MAP3K2
DB00070	BE0000984	TGFB1
DB06929	BE0000048	F2
DB00157	BE0000231	ALDH6A1
DB02350	BE0001116	MMP3
DB02322	BE0000975	CCL5
DB01215	BE0000381	GABRA2
DB00420	BE0000045	CHRM3
DB00964	BE0000289	ADRA2A
DB00615	BE0003707	rpoC
DB03436	BE0001379	fhuD
DB09054	BE0008633	
DB01233	BE0000084	HTR4
DB00898	BE0002359	CACNA1D
DB04345	BE0002551	
DB01078	BE0000732	ATP1A1
DB08690	BE0004378	dsbB
DB03461	BE0000008	NNT
DB08671	BE0002012	map
DB08030	BE0001116	MMP3
DB00945	BE0004876	RPS6KA3
DB01064	BE0002384	PIK3R3
DB00128	BE0001054	SLC1A1
DB01073	BE0000546	POLA1
DB00344	BE0000486	SLC6A2
DB03793	BE0003178	repA
DB01353	BE0000764	GABRA6
DB00768	BE0001177	S100B
DB00994	BE0000279	rpsL
DB00398	BE0002411	RET
DB08399	BE0003840	ATP5A1
DB00119	BE0000102	AGXT2
DB08715	BE0004017	
DB03310	BE0001189	GSTM2
DB00734	BE0000581	DRD3
DB09297	BE0004701	NS3/4A
DB04386	BE0003288	xly
DB04530	BE0002002	hemB
DB00477	BE0000146	HRH4
DB03419	BE0003080	udg
DB04196	BE0003133	folP
DB03685	BE0001963	upp
DB00726	BE0004872	ADRB1
DB01142	BE0000393	HTR2B
DB02586	BE0001337	azu
DB07477	BE0002135	CTSL
DB07196	BE0001680	LTA4H
DB02836	BE0001441	purA
DB07951	BE0004065	trpA
DB02011	BE0000306	OTC
DB01594	BE0003594	GABRG3
DB07719	BE0000623	PTPN1
DB00786	BE0003692	MMP14
DB00827	BE0000366	gyrA
DB01788	BE0001327	thiE
DB04971	BE0000215	PPARG
DB03461	BE0003124	
DB02007	BE0000916	PYGM
DB04335	BE0003286	
DB00139	BE0000152	ALDH5A1
DB04820	BE0002196	MAOB
DB01240	BE0000117	PTGIS
DB02910	BE0001745	ACADM
DB03510	BE0002700	Adss
DB08665	BE0001594	gag-pol
DB00013	BE0002112	SERPINA5
DB00363	BE0000092	CHRM1
DB00726	BE0004890	CHRM1
DB00880	BE0000535	CA4
DB08912	BE0004759	LIMK1
DB06404	BE0001088	PLAT
DB03176	BE0000315	THRB
DB04151	BE0002101	ACTA1
DB01403	BE0000575	ADRA1B
DB03761	BE0001501	thyA
DB00823	BE0000557	PGR
DB07707	BE0003740	NCOA2
DB01268	BE0000369	KDR
DB00151	BE0000151	NFS1
DB06983	BE0001072	CDK2
DB03165	BE0001417	idi
DB03461	BE0000589	MDH1
DB00794	BE0000478	GABRA4
DB04352	BE0001935	NUDT9
DB02709	BE0001209	CSNK2A1
DB00757	BE0000311	HTR3A
DB03691	BE0001292	
DB02308	BE0001583	PRSS3
DB01327	BE0003579	mrdA
DB00674	BE0003588	CHRNB3
DB00277	BE0000487	PDE4B
DB03148	BE0004796	
DB05916	BE0003436	PDCD1
DB09460	BE0000267	CA1
DB00116	BE0000268	MTHFD2
DB02482	BE0002790	MAPK12
DB01226	BE0000560	CHRM2
DB08041	BE0003804	gag-pol
DB01644	BE0000648	GSR
DB00171	BE0000599	SLC25A4
DB01058	BE0004851	
DB07965	BE0003417	CTSK
DB06867	BE0003739	PIN1
DB00402	BE0000471	GABRA5
DB08320	BE0000123	ESR1
DB07026	BE0001198	MMP12
DB00142	BE0002162	CCBL2
DB11943	BE0008382	gyrA
DB03247	BE0003036	phzG
DB00668	BE0000572	ADRA2B
DB08562	BE0004341	IGKV2D-28
DB01015	BE0000803	folP
DB03813	BE0001829	fabA
DB07594	BE0001898	HSP90AB1
DB00085	BE0004835	
DB00316	BE0001023	TRPV1
DB00851	BE0004796	
DB00315	BE0000291	HTR1A
DB01355	BE0002341	CHRNA7
DB03654	BE0001977	nuc
DB00421	BE0004886	
DB08185	BE0004203	rpsQ
DB00434	BE0000442	HRH1
DB04690	BE0000971	TOP1
DB04400	BE0001289	folB
DB00898	BE0000679	CACNG1
DB02923	BE0001672	bphC
DB08636	BE0003759	nahD
DB00842	BE0002345	GABRB3
DB08724	BE0003372	
DB00363	BE0000045	CHRM3
DB02711	BE0001270	ribH
DB00684	BE0000279	rpsL
DB03015	BE0002214	ADA
DB01613	BE0000556	NPR1
DB00536	BE0004524	DLG4
DB01326	BE0003688	pbpA
DB02396	BE0004467	MB
DB03413	BE0001205	DUT
DB07445	BE0003880	fabZ
DB04395	BE0001097	MAPK10
DB04381	BE0000133	ALDH2
DB01118	BE0000172	ADRB1
DB07494	BE0003963	CHRFAM7A
DB04731	BE0003352	cinA
DB13151	BE0002091	FGB
DB04272	BE0004625	HGS
DB00321	BE0000575	ADRA1B
DB00996	BE0000691	CACNA2D1
DB03489	BE0003107	
DB02857	BE0001360	43
DB00608	BE0000704	TNF
DB00201	BE0002379	PIK3CA
DB02379	BE0002735	glk
DB02521	BE0004037	
DB00829	BE0003595	GABRE
DB00463	BE0000471	GABRA5
DB08185	BE0004202	rpsP
DB08517	BE0003757	fabZ
DB05120	BE0000033	INSR
DB01244	BE0000356	CACNA1A
DB03401	BE0004516	RDX
DB07281	BE0000988	BACE1
DB08663	BE0001732	gag-pol
DB07349	BE0003816	narH
DB08073	BE0003761	PRKACA
DB11569	BE0005863	IL17A
DB03685	BE0001973	upp
DB00604	BE0000090	KCNH2
DB04745	BE0003357	oxoO
DB00388	BE0000501	ADRA1A
DB07178	BE0000332	inhA
DB04154	BE0004000	zipA
DB02731	BE0004060	
DB07490	BE0003960	frdB
DB00493	BE0001066	SLC22A6
DB08818	BE0004512	NCAN
DB04272	BE0002930	
DB00242	BE0004796	
DB08816	BE0000110	P2RY12
DB00157	BE0000780	MDH2
DB04227	BE0001667	NA
DB08047	BE0000123	ESR1
DB01942	BE0002658	
DB00909	BE0003637	SCN3B
DB04121	BE0003814	ARF1
DB00740	BE0000030	SLC7A11
DB07218	BE0003790	MAPK8
DB04771	BE0000048	F2
DB00661	BE0002355	CACNA1S
DB00540	BE0000405	CHRM4
DB00625	BE0004136	pol
DB00142	BE0000822	FTCD
DB04233	BE0003974	oprD
DB00598	BE0000172	ADRB1
DB02294	BE0001421	lacZ
DB04735	BE0003354	psbA1
DB01861	BE0001419	galT
DB07293	BE0003801	rep
DB03366	BE0000005	NOS2
DB03621	BE0000695	FKBP1A
DB08717	BE0004387	
DB00056	BE0002097	FCGR3A
DB00588	BE0000668	NR3C2
